State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
VA,125,503,no,no,46,55.71,76,9.47,4.63,76,0.39,14.27,130,0.64,8.98,10,2.42,6,no
OH,12,713,no,yes,39,123.95,44,21.07,239.57,17,20.36,235.3,184,10.59,3.96,7,1.07,6,no
OH,131,718,no,no,35,146.82,114,24.96,6.68,102,0.57,120.81,9,5.44,1.75,16,0.47,1,yes
CO,237,718,yes,yes,14,136.74,86,23.25,247.41,69,21.03,6.16,2,0.28,14.35,19,3.87,9,no
RI,18,305,yes,no,27,233.04,139,39.62,222.47,118,18.91,87.98,45,3.96,17.89,5,4.83,2,no
WY,40,713,yes,no,48,75.43,176,12.82,51.92,138,4.41,108.26,149,4.87,18.74,6,5.06,2,yes
IA,21,512,yes,no,44,77.38,158,13.15,268.14,159,22.79,215.89,66,9.72,12.36,12,3.34,5,yes
OH,143,202,no,no,17,255.22,91,43.39,23.92,147,2.03,60.41,192,2.72,1.06,6,0.29,3,yes
CO,225,202,no,no,1,175.1,21,29.77,289.24,96,24.59,144.57,96,6.51,14.82,10,4.0,3,no
VA,99,305,no,yes,12,145.3,171,24.7,91.68,167,7.79,168.87,18,7.6,2.2,9,0.59,0,yes
LA,26,312,yes,yes,44,59.22,91,10.07,241.1,135,20.49,160.73,61,7.23,13.39,7,3.62,5,no
MA,8,510,no,no,14,65.63,191,11.16,323.29,34,27.48,340.88,97,15.34,15.59,9,4.21,7,yes
MA,100,512,yes,yes,19,3.69,76,0.63,118.94,68,10.11,15.93,56,0.72,14.52,10,3.92,7,no
CO,240,619,no,no,28,32.0,24,5.44,176.01,125,14.96,332.84,94,14.98,19.04,19,5.14,7,no
MO,222,512,yes,no,41,194.89,107,33.13,162.09,98,13.78,203.68,106,9.17,14.76,16,3.99,4,yes
IN,87,917,no,no,28,312.16,178,53.07,55.16,77,4.69,278.5,87,12.53,13.86,10,3.74,9,yes
WV,42,510,yes,no,2,100.51,134,17.09,206.61,148,17.56,150.64,140,6.78,5.23,15,1.41,5,yes
NH,172,404,no,yes,18,114.71,108,19.5,260.05,110,22.1,158.84,143,7.15,18.5,4,5.0,4,yes
CO,14,702,no,no,2,40.46,133,6.88,320.91,151,27.28,307.76,143,13.85,3.59,9,0.97,3,no
RI,78,646,no,yes,13,136.02,23,23.12,297.78,16,25.31,313.58,114,14.11,18.1,19,4.89,3,no
NY,2,702,yes,yes,39,13.03,18,2.22,178.51,145,15.17,83.54,118,3.76,6.25,4,1.69,3,no
RI,119,512,yes,no,3,321.16,82,54.6,251.66,139,21.39,69.73,51,3.14,2.6,19,0.7,3,no
ID,37,212,yes,yes,10,235.59,114,40.05,280.27,143,23.82,173.68,40,7.82,16.53,8,4.46,5,no
OK,69,415,yes,no,30,346.76,8,58.95,172.72,3,14.68,315.1,47,14.18,0.05,2,0.01,5,no
NY,166,312,yes,no,42,308.99,111,52.53,40.4,161,3.43,112.82,90,5.08,16.64,2,4.49,4,no
ID,237,415,no,yes,31,165.55,163,28.14,153.28,91,13.03,228.21,38,10.27,5.25,9,1.42,8,yes
TX,41,512,yes,yes,26,181.89,101,30.92,294.87,173,25.06,247.85,12,11.15,17.69,6,4.78,7,no
HI,62,619,yes,no,29,66.7,167,11.34,208.82,74,17.75,272.54,131,12.26,13.83,1,3.73,9,yes
IN,246,510,yes,yes,42,161.71,151,27.49,253.56,158,21.55,197.37,95,8.88,13.32,7,3.6,5,no
IN,60,415,yes,yes,1,316.06,47,53.73,64.84,152,5.51,140.86,108,6.34,7.31,11,1.97,8,yes
IA,125,404,no,no,48,17.8,190,3.03,337.52,102,28.69,338.46,103,15.23,1.19,8,0.32,4,yes
OK,111,713,no,yes,8,302.24,68,51.38,141.43,23,12.02,213.97,97,9.63,16.6,10,4.48,9,yes
NJ,14,206,yes,yes,27,119.33,180,20.29,228.77,64,19.45,255.0,42,11.48,3.42,18,0.92,3,yes
OK,248,206,yes,yes,30,314.83,181,53.52,6.61,116,0.56,120.74,87,5.43,7.45,19,2.01,5,no
ID,231,212,no,no,33,329.31,169,55.98,44.56,152,3.79,234.48,92,10.55,12.01,16,3.24,3,no
ID,217,202,yes,no,14,234.8,118,39.92,273.71,155,23.27,90.23,173,4.06,9.65,12,2.61,7,yes
ID,84,415,no,yes,47,232.55,44,39.53,338.79,163,28.8,85.78,125,3.86,3.97,0,1.07,6,no
WY,130,408,yes,yes,24,158.46,124,26.94,112.02,81,9.52,250.15,108,11.26,2.81,0,0.76,4,no
FL,231,619,no,no,35,292.44,13,49.71,13.01,5,1.11,182.49,46,8.21,2.46,7,0.66,9,no
NJ,70,415,yes,yes,7,336.56,156,57.22,126.3,65,10.74,239.15,91,10.76,17.26,12,4.66,5,no
OH,145,312,yes,yes,8,271.28,133,46.12,6.11,66,0.52,94.3,180,4.24,0.63,5,0.17,6,yes
LA,123,407,no,no,36,217.68,134,37.01,67.33,71,5.72,209.55,152,9.43,19.54,2,5.28,1,no
OK,89,415,no,yes,47,212.38,36,36.1,263.37,94,22.39,155.38,40,6.99,3.97,15,1.07,8,no
FL,249,404,no,no,44,297.31,52,50.54,327.98,47,27.88,208.94,2,9.4,2.21,9,0.6,6,no
VA,28,214,yes,yes,38,189.42,17,32.2,30.61,69,2.6,101.81,120,4.58,11.54,6,3.12,7,yes
MT,66,512,yes,yes,31,281.35,37,47.83,195.27,77,16.6,250.41,76,11.27,1.6,2,0.43,4,no
HI,163,718,yes,no,16,178.11,186,30.28,88.86,66,7.55,282.08,94,12.69,12.05,13,3.25,2,yes
MA,229,404,no,no,34,21.86,128,3.72,48.67,175,4.14,90.97,12,4.09,17.01,15,4.59,1,no
CO,5,407,no,no,36,134.38,195,22.84,76.64,64,6.51,105.22,104,4.73,0.96,3,0.26,1,no
NJ,193,202,yes,no,18,155.55,43,26.44,202.22,171,17.19,231.4,17,10.41,16.0,12,4.32,2,yes
IN,168,718,no,no,43,49.57,46,8.43,22.8,62,1.94,243.45,36,10.96,7.89,0,2.13,0,no
WV,204,415,yes,no,28,35.87,34,6.1,151.98,45,12.92,246.43,170,11.09,3.19,4,0.86,0,yes
HI,184,619,yes,no,6,187.41,59,31.86,47.33,146,4.02,238.94,161,10.75,3.52,17,0.95,6,yes
FL,164,503,yes,yes,27,29.8,89,5.07,95.44,191,8.11,137.48,54,6.19,18.38,11,4.96,9,yes
RI,45,415,no,yes,8,106.03,51,18.03,66.76,72,5.67,138.2,51,6.22,2.21,10,0.6,7,yes
NJ,151,512,no,yes,27,260.61,7,44.3,309.04,70,26.27,89.19,35,4.01,17.34,8,4.68,5,no
OK,47,407,no,yes,5,337.55,106,57.38,247.8,109,21.06,54.89,181,2.47,10.88,6,2.94,6,yes
RI,31,510,yes,yes,28,251.25,168,42.71,303.96,177,25.84,242.4,186,10.91,0.78,13,0.21,0,yes
WY,139,202,no,no,16,347.42,130,59.06,134.21,62,11.41,32.62,113,1.47,9.29,2,2.51,0,yes
HI,10,206,yes,yes,15,244.42,196,41.55,109.69,40,9.32,328.23,51,14.77,16.35,15,4.41,8,no
NJ,195,312,no,no,22,102.83,141,17.48,133.21,6,11.32,289.34,18,13.02,14.52,6,3.92,4,yes
LA,118,619,no,yes,30,235.22,95,39.99,6.49,136,0.55,300.13,139,13.51,9.78,0,2.64,6,no
MT,14,718,yes,yes,2,245.75,25,41.78,253.65,3,21.56,317.33,91,14.28,17.2,5,4.64,5,no
OH,80,718,yes,no,20,130.1,110,22.12,122.42,88,10.41,143.01,138,6.44,2.41,5,0.65,3,no
WV,202,404,yes,no,25,6.2,197,1.05,109.66,176,9.32,296.35,47,13.34,18.2,9,4.91,0,no
HI,93,510,no,no,35,246.12,122,41.84,209.35,133,17.79,55.32,100,2.49,16.93,11,4.57,3,no
MO,10,702,yes,no,41,7.6,185,1.29,152.69,81,12.98,7.57,98,0.34,14.17,18,3.83,9,no
ID,76,512,no,yes,36,220.92,167,37.56,343.3,20,29.18,274.71,143,12.36,16.36,5,4.42,9,no
OK,94,415,yes,yes,21,57.27,50,9.74,124.69,142,10.6,26.18,198,1.18,10.88,13,2.94,7,no
IA,105,214,no,yes,41,197.96,122,33.65,214.86,127,18.26,345.98,46,15.57,13.5,2,3.65,0,yes
LA,1,619,no,yes,11,176.37,4,29.98,109.08,194,9.27,236.18,66,10.63,11.21,9,3.03,1,yes
HI,133,305,no,yes,41,4.73,76,0.8,346.71,193,29.47,263.71,30,11.87,7.11,8,1.92,7,no
IN,20,510,no,yes,12,127.0,159,21.59,155.79,183,13.24,86.03,75,3.87,11.38,19,3.07,1,no
HI,8,619,yes,yes,10,210.38,0,35.76,221.95,104,18.87,235.85,7,10.61,5.15,18,1.39,9,no
ID,171,407,yes,yes,15,297.01,181,50.49,44.35,103,3.77,15.13,188,0.68,8.81,14,2.38,8,yes
WY,204,206,no,yes,7,311.02,10,52.87,256.56,67,21.81,293.24,43,13.2,5.62,8,1.52,2,yes
MT,1,718,no,no,39,169.35,180,28.79,94.22,159,8.01,59.37,177,2.67,2.46,18,0.66,2,yes
ID,57,718,no,yes,39,254.95,7,43.34,157.01,193,13.35,244.08,34,10.98,6.44,7,1.74,5,no
MO,64,702,no,no,44,110.76,152,18.83,309.1,109,26.27,78.57,188,3.54,17.04,3,4.6,2,no
OK,118,214,no,yes,1,119.77,167,20.36,339.69,156,28.87,23.96,182,1.08,7.62,4,2.06,8,no
CO,212,917,yes,yes,29,68.06,31,11.57,148.6,65,12.63,168.52,193,7.58,14.96,18,4.04,7,no
NY,28,702,no,yes,29,196.68,27,33.44,292.18,161,24.84,59.25,13,2.67,3.5,13,0.94,3,yes
NJ,121,619,yes,no,11,110.1,130,18.72,18.67,26,1.59,255.31,109,11.49,8.49,17,2.29,5,yes
MA,107,512,yes,no,9,29.53,127,5.02,296.65,59,25.22,83.15,3,3.74,2.3,18,0.62,7,yes
VA,165,917,no,no,43,239.75,61,40.76,220.33,117,18.73,119.87,144,5.39,2.77,5,0.75,3,yes
IN,175,214,no,no,10,247.71,26,42.11,171.05,166,14.54,198.6,111,8.94,12.35,4,3.33,4,no
OK,229,415,no,no,14,126.0,44,21.42,311.49,43,26.48,99.74,68,4.49,12.15,10,3.28,6,no
MT,204,407,yes,yes,15,26.85,104,4.56,295.87,35,25.15,132.3,151,5.95,4.27,4,1.15,7,no
NH,165,202,yes,yes,16,149.2,91,25.36,103.93,18,8.83,285.47,48,12.85,9.49,7,2.56,6,yes
NH,49,202,no,no,25,154.82,24,26.32,277.02,90,23.55,62.72,54,2.82,17.27,4,4.66,7,yes
NH,241,510,yes,no,1,234.03,188,39.79,34.82,44,2.96,28.77,198,1.29,3.48,10,0.94,3,yes
ID,120,305,yes,no,49,110.4,43,18.77,287.97,148,24.48,114.93,150,5.17,0.38,12,0.1,0,no
MT,44,206,yes,no,11,238.91,173,40.61,236.41,150,20.09,148.53,80,6.68,13.04,5,3.52,5,yes
OH,56,404,no,no,25,305.02,141,51.85,30.75,154,2.61,189.93,139,8.55,1.07,4,0.29,4,yes
RI,156,512,no,no,22,83.12,135,14.13,239.08,97,20.32,130.35,138,5.87,19.6,17,5.29,3,yes
TX,111,510,yes,no,17,342.62,175,58.25,203.18,199,17.27,276.47,114,12.44,12.19,9,3.29,1,no
FL,207,212,yes,yes,31,135.23,141,22.99,208.09,18,17.69,13.76,74,0.62,9.41,15,2.54,0,yes
IN,134,206,no,yes,48,93.54,192,15.9,101.8,40,8.65,151.12,97,6.8,8.6,13,2.32,8,no
NY,108,206,no,yes,37,147.53,79,25.08,93.27,25,7.93,133.79,126,6.02,11.46,14,3.09,1,yes
WY,189,713,yes,no,46,33.04,81,5.62,266.89,27,22.69,226.65,110,10.2,1.81,2,0.49,8,no
ID,148,713,no,yes,2,44.0,134,7.48,89.88,63,7.64,338.2,100,15.22,18.6,2,5.02,5,no
VA,114,917,yes,no,37,145.05,87,24.66,156.19,67,13.28,178.63,113,8.04,12.51,11,3.38,5,yes
LA,78,404,yes,no,2,266.86,176,45.37,243.18,79,20.67,345.41,28,15.54,3.68,14,0.99,1,yes
HI,130,713,no,no,29,315.11,126,53.57,27.87,50,2.37,105.79,61,4.76,11.25,10,3.04,5,yes
ID,201,415,no,no,0,232.69,54,39.56,208.09,101,17.69,10.8,52,0.49,2.67,9,0.72,2,yes
OK,37,408,no,yes,29,36.83,140,6.26,206.28,175,17.53,57.98,116,2.61,0.35,19,0.09,6,yes
NH,20,312,yes,no,44,235.21,183,39.99,239.48,9,20.36,138.29,175,6.22,12.61,14,3.4,9,no
IA,26,646,no,no,31,222.4,55,37.81,129.47,166,11.0,110.72,90,4.98,12.97,17,3.5,3,no
IN,29,713,yes,yes,27,282.02,14,47.94,157.14,99,13.36,33.97,105,1.53,11.67,13,3.15,8,yes
OK,1,415,yes,yes,20,288.84,184,49.1,115.49,121,9.82,151.43,85,6.81,3.67,5,0.99,4,yes
OK,119,503,no,no,45,303.87,57,51.66,282.86,146,24.04,118.34,127,5.33,12.07,13,3.26,9,no
RI,35,415,yes,no,12,144.95,162,24.64,45.71,63,3.89,42.92,193,1.93,1.13,15,0.31,2,yes
MO,198,718,yes,no,26,244.25,87,41.52,337.03,123,28.65,103.64,99,4.66,12.18,1,3.29,0,no
ID,229,503,no,no,35,93.89,96,15.96,222.19,18,18.89,310.25,175,13.96,11.08,18,2.99,0,yes
MO,245,415,no,yes,6,349.77,143,59.46,310.42,75,26.39,105.72,93,4.76,13.11,4,3.54,3,yes
ID,59,202,no,yes,21,61.37,7,10.43,149.18,61,12.68,249.88,186,11.24,17.91,10,4.84,9,no
MT,69,917,no,no,9,3.54,172,0.6,116.3,140,9.89,214.22,198,9.64,17.01,10,4.59,9,no
NY,161,713,yes,no,38,52.08,39,8.85,315.25,24,26.8,149.51,184,6.73,19.61,18,5.29,3,no
MA,241,718,no,yes,14,271.56,181,46.17,34.61,88,2.94,83.66,75,3.76,19.52,17,5.27,8,no
OK,179,510,yes,yes,14,156.37,13,26.58,40.99,91,3.48,129.16,2,5.81,15.45,7,4.17,7,no
OH,206,212,yes,yes,3,156.63,186,26.63,104.77,41,8.91,207.24,80,9.33,19.13,11,5.17,3,no
IA,12,415,no,no,31,334.26,52,56.82,335.92,116,28.55,122.76,104,5.52,17.35,8,4.68,5,no
TX,234,202,yes,no,22,321.87,126,54.72,221.57,38,18.83,75.21,31,3.38,14.55,2,3.93,6,yes
NY,20,415,yes,yes,5,108.92,154,18.52,193.97,157,16.49,40.76,7,1.83,1.51,5,0.41,9,no
RI,181,718,no,yes,23,73.17,174,12.44,246.87,132,20.98,307.92,86,13.86,0.98,0,0.26,7,yes
MA,242,312,no,no,19,296.97,79,50.48,146.12,80,12.42,154.11,29,6.93,16.75,16,4.52,3,yes
MO,216,408,no,no,36,317.11,114,53.91,265.33,145,22.55,218.82,142,9.85,9.79,2,2.64,0,yes
OK,43,404,no,yes,19,189.56,133,32.23,137.63,106,11.7,171.64,73,7.72,16.29,17,4.4,4,no
LA,126,212,yes,no,11,220.3,54,37.45,289.23,110,24.58,305.4,182,13.74,6.26,17,1.69,0,no
VA,226,312,yes,no,32,89.92,43,15.29,93.55,20,7.95,191.43,122,8.61,7.95,1,2.15,3,no
TX,217,503,yes,yes,27,280.28,17,47.65,97.14,49,8.26,168.27,120,7.57,14.0,3,3.78,6,no
WY,50,702,no,no,7,221.24,15,37.61,182.83,120,15.54,323.61,37,14.56,18.31,0,4.94,6,no
WY,29,408,yes,yes,0,176.23,11,29.96,150.77,133,12.82,251.89,142,11.34,1.76,9,0.48,0,no
CO,185,404,no,no,36,21.04,147,3.58,226.84,49,19.28,39.04,157,1.76,17.23,4,4.65,8,no
VA,39,917,no,no,21,320.58,44,54.5,127.5,193,10.84,62.2,173,2.8,15.86,4,4.28,1,yes
MA,223,214,yes,no,5,215.41,191,36.62,80.69,114,6.86,275.49,191,12.4,6.31,8,1.7,4,no
OH,184,917,yes,yes,20,67.44,186,11.46,164.43,0,13.98,292.55,153,13.16,7.1,13,1.92,5,no
OK,239,917,yes,no,31,212.24,92,36.08,196.33,184,16.69,190.82,114,8.59,0.93,12,0.25,0,yes
NY,171,214,yes,no,34,237.11,21,40.31,49.91,29,4.24,194.06,108,8.73,0.31,12,0.08,1,yes
WY,178,407,yes,yes,14,184.02,96,31.28,194.85,185,16.56,221.18,77,9.95,9.54,0,2.58,6,yes
OK,151,305,no,yes,4,251.34,46,42.73,111.74,106,9.5,153.69,194,6.92,1.91,16,0.52,5,yes
NH,172,214,yes,no,45,203.51,28,34.6,137.36,179,11.68,238.07,35,10.71,3.88,19,1.05,5,yes
NH,38,702,no,no,49,331.72,44,56.39,97.76,164,8.31,37.97,89,1.71,16.94,7,4.57,5,no
MT,84,415,yes,no,47,18.79,76,3.19,325.99,47,27.71,336.45,158,15.14,11.42,2,3.08,6,yes
ID,151,718,yes,yes,5,37.19,8,6.32,239.17,86,20.33,262.55,39,11.81,12.67,16,3.42,9,yes
OH,128,408,yes,no,24,60.79,23,10.33,91.86,128,7.81,220.91,73,9.94,3.75,11,1.01,8,no
IA,126,619,no,yes,45,241.56,14,41.07,225.76,18,19.19,110.71,45,4.98,16.57,17,4.47,8,no
VA,45,512,yes,yes,39,225.96,163,38.41,297.0,45,25.24,56.33,106,2.53,17.36,13,4.69,1,no
ID,52,407,no,no,28,312.22,12,53.08,140.57,194,11.95,143.27,169,6.45,10.47,10,2.83,1,no
OK,80,415,no,yes,6,256.51,90,43.61,290.49,129,24.69,231.55,145,10.42,18.25,15,4.93,4,no
WY,178,305,yes,yes,39,177.92,171,30.25,54.05,55,4.59,221.8,99,9.98,16.9,3,4.56,9,no
IN,234,646,yes,yes,12,347.14,100,59.01,287.97,144,24.48,133.92,163,6.03,14.63,17,3.95,6,yes
HI,124,415,yes,yes,37,93.14,70,15.83,189.1,91,16.07,214.65,177,9.66,14.68,6,3.96,2,yes
CO,119,312,yes,yes,17,291.62,199,49.58,78.04,81,6.63,284.81,60,12.82,2.11,10,0.57,2,yes
LA,8,917,no,no,1,149.38,121,25.39,142.5,78,12.11,9.2,167,0.41,5.42,15,1.46,3,no
ID,242,415,yes,yes,7,227.06,75,38.6,345.8,149,29.39,157.72,2,7.1,1.34,15,0.36,2,yes
LA,85,305,yes,yes,10,254.54,163,43.27,274.24,104,23.31,265.49,81,11.95,0.17,2,0.05,2,no
MO,129,415,no,no,32,221.81,115,37.71,201.28,26,17.11,191.15,6,8.6,3.17,8,0.86,7,yes
RI,247,503,no,yes,37,49.18,60,8.36,40.31,54,3.43,228.02,30,10.26,17.61,7,4.75,6,no
IA,8,408,no,no,47,155.03,167,26.36,146.23,159,12.43,180.84,64,8.14,4.8,6,1.3,6,no
RI,157,510,yes,yes,26,196.5,125,33.4,92.07,59,7.83,347.16,94,15.62,19.4,16,5.24,9,no
FL,96,619,yes,no,19,297.17,154,50.52,24.85,108,2.11,19.12,63,0.86,11.95,10,3.23,1,yes
MO,102,305,yes,yes,11,155.28,0,26.4,189.77,155,16.13,171.87,76,7.73,4.75,3,1.28,8,no
OK,5,713,no,yes,42,321.56,161,54.67,311.21,155,26.45,32.0,2,1.44,9.94,3,2.68,5,no
LA,239,212,yes,no,30,154.13,67,26.2,236.46,119,20.1,55.92,92,2.52,4.38,4,1.18,2,yes
VA,86,408,yes,no,26,192.07,87,32.65,87.39,152,7.43,134.06,34,6.03,19.68,7,5.31,8,no
RI,175,312,no,yes,31,278.7,20,47.38,200.75,84,17.06,54.44,14,2.45,16.95,9,4.58,8,no
VA,34,619,yes,no,9,204.07,160,34.69,330.13,85,28.06,337.29,20,15.18,0.52,16,0.14,5,yes
IA,193,202,yes,yes,2,336.08,134,57.13,253.02,116,21.51,331.38,61,14.91,18.96,5,5.12,9,no
FL,55,619,yes,no,44,231.12,192,39.29,241.32,153,20.51,117.64,82,5.29,14.42,8,3.89,5,yes
OK,119,407,yes,no,26,182.95,2,31.1,338.86,107,28.8,223.91,155,10.08,1.65,9,0.45,7,no
NY,218,212,no,yes,34,8.26,50,1.4,279.61,74,23.77,186.81,3,8.41,13.41,7,3.62,7,no
RI,171,404,yes,yes,30,144.81,78,24.62,47.82,118,4.06,285.46,140,12.85,12.94,14,3.49,5,no
IN,202,702,yes,yes,14,104.74,94,17.81,121.67,198,10.34,219.61,178,9.88,4.38,17,1.18,6,yes
FL,158,415,no,yes,15,261.84,181,44.51,337.8,144,28.71,0.09,175,0.0,15.17,4,4.1,3,no
NH,114,214,yes,no,12,72.9,122,12.39,171.4,6,14.57,267.11,166,12.02,1.74,17,0.47,0,no
NH,210,510,yes,yes,48,71.83,186,12.21,39.07,183,3.32,261.4,66,11.76,9.79,0,2.64,3,yes
WV,145,646,yes,yes,34,66.33,5,11.28,160.51,191,13.64,178.4,93,8.03,0.2,1,0.05,7,no
TX,26,917,yes,no,10,43.97,156,7.47,243.95,147,20.74,316.02,57,14.22,19.37,9,5.23,7,yes
MA,136,407,yes,yes,20,108.85,16,18.5,349.14,165,29.68,317.96,129,14.31,15.03,5,4.06,1,yes
MO,47,503,yes,no,10,310.07,116,52.71,113.37,74,9.64,183.37,24,8.25,3.18,18,0.86,6,no
IA,232,214,yes,yes,29,271.22,59,46.11,179.93,57,15.29,212.8,10,9.58,6.83,10,1.84,0,yes
OH,113,408,no,no,47,257.34,149,43.75,307.89,15,26.17,348.78,0,15.7,3.21,17,0.87,1,no
ID,76,415,yes,yes,34,279.07,151,47.44,124.34,178,10.57,104.59,47,4.71,15.33,15,4.14,7,no
MT,219,202,no,yes,21,94.3,124,16.03,38.24,26,3.25,113.62,112,5.11,1.18,7,0.32,9,yes
NH,72,407,no,no,37,310.6,80,52.8,332.13,50,28.23,63.97,175,2.88,16.81,3,4.54,3,yes
ID,89,312,yes,no,30,48.06,84,8.17,170.95,74,14.53,313.55,137,14.11,18.84,10,5.09,2,yes
MT,46,404,yes,no,13,117.72,50,20.01,175.97,143,14.96,260.57,80,11.73,13.53,9,3.65,1,yes
TX,196,702,no,yes,23,205.36,177,34.91,217.42,86,18.48,36.97,29,1.66,4.26,15,1.15,5,yes
MT,33,619,no,no,49,36.02,138,6.12,1.24,187,0.11,343.62,162,15.46,7.2,11,1.94,3,yes
VA,1,646,yes,no,48,255.55,183,43.44,325.9,122,27.7,255.84,113,11.51,9.54,2,2.58,2,no
NH,147,408,yes,yes,31,135.54,70,23.04,126.51,75,10.75,297.68,18,13.4,12.09,10,3.26,2,no
MO,31,713,yes,no,35,274.54,169,46.67,138.93,39,11.81,16.85,109,0.76,13.37,15,3.61,9,yes
IA,208,713,yes,yes,31,172.51,38,29.33,60.94,66,5.18,176.74,180,7.95,11.08,2,2.99,2,yes
MT,142,713,no,yes,14,63.31,68,10.76,132.35,129,11.25,244.51,33,11.0,7.03,9,1.9,7,yes
NH,53,312,no,yes,42,257.17,47,43.72,281.38,101,23.92,190.03,31,8.55,17.82,15,4.81,8,yes
WV,48,202,yes,yes,34,88.25,124,15.0,280.0,175,23.8,233.33,75,10.5,1.63,6,0.44,8,no
FL,69,407,yes,yes,2,171.78,56,29.2,327.53,179,27.84,286.26,125,12.88,9.33,14,2.52,4,yes
MT,105,305,no,yes,15,26.44,20,4.49,141.13,151,12.0,131.02,133,5.9,15.51,14,4.19,0,yes
LA,90,415,no,no,4,216.25,81,36.76,248.05,92,21.08,297.03,140,13.37,1.22,9,0.33,9,yes
ID,190,305,yes,yes,20,233.05,98,39.62,177.53,109,15.09,57.02,85,2.57,14.11,2,3.81,4,no
MT,220,619,no,yes,9,132.54,147,22.53,281.41,81,23.92,94.81,74,4.27,16.39,5,4.43,0,no
IA,194,408,yes,yes,18,334.05,14,56.79,249.39,77,21.2,15.17,191,0.68,13.22,17,3.57,8,no
FL,242,214,no,yes,24,305.96,68,52.01,128.77,1,10.95,127.55,134,5.74,0.26,4,0.07,9,yes
HI,192,305,yes,no,3,247.78,178,42.12,117.84,64,10.02,132.97,44,5.98,3.6,15,0.97,7,yes
IN,198,202,yes,no,28,249.78,75,42.46,88.35,19,7.51,281.84,172,12.68,6.84,12,1.85,6,yes
MT,63,718,no,yes,18,88.34,61,15.02,201.78,33,17.15,228.6,64,10.29,4.67,2,1.26,1,no
ID,73,404,no,yes,42,229.89,118,39.08,337.34,40,28.67,152.85,93,6.88,19.25,14,5.2,1,no
RI,161,619,yes,no,1,69.37,36,11.79,70.02,168,5.95,228.24,18,10.27,13.03,19,3.52,3,yes
ID,169,718,yes,yes,9,50.4,133,8.57,33.34,22,2.83,18.47,118,0.83,5.94,5,1.6,8,yes
NY,89,510,yes,yes,42,349.81,198,59.47,41.79,37,3.55,63.1,46,2.84,18.59,3,5.02,8,yes
MA,176,619,no,no,24,217.83,25,37.03,274.08,171,23.3,219.43,45,9.87,14.81,14,4.0,7,yes
HI,13,407,no,yes,19,150.85,7,25.64,122.54,66,10.42,224.48,28,10.1,5.69,17,1.54,4,yes
WV,73,415,no,no,47,100.86,3,17.15,78.53,61,6.68,270.95,99,12.19,7.58,8,2.05,6,yes
HI,245,202,yes,no,18,211.37,20,35.93,123.5,139,10.5,141.05,188,6.35,3.99,19,1.08,8,yes
WY,77,206,yes,yes,22,17.36,158,2.95,225.87,29,19.2,252.89,64,11.38,19.42,3,5.24,2,no
LA,159,202,no,no,23,33.14,148,5.63,191.38,86,16.27,239.39,150,10.77,10.35,15,2.79,3,no
WY,233,512,yes,yes,10,11.5,24,1.96,260.26,192,22.12,337.19,127,15.17,17.92,17,4.84,1,yes
OH,203,718,no,no,45,174.71,142,29.7,118.68,168,10.09,75.3,50,3.39,6.93,4,1.87,8,no
TX,68,206,no,no,33,210.21,162,35.74,158.21,147,13.45,193.09,190,8.69,17.22,12,4.65,6,no
WV,98,312,yes,yes,27,21.87,176,3.72,35.69,117,3.03,210.62,21,9.48,1.08,5,0.29,5,yes
TX,125,415,no,yes,4,252.43,42,42.91,25.57,5,2.17,349.53,109,15.73,19.64,18,5.3,4,no
IA,102,404,yes,no,4,80.64,168,13.71,161.79,74,13.75,70.41,70,3.17,18.24,11,4.92,6,yes
OK,238,503,no,yes,20,239.82,36,40.77,105.56,131,8.97,183.13,32,8.24,7.26,14,1.96,2,yes
VA,132,214,no,yes,11,343.66,184,58.42,214.48,92,18.23,121.16,126,5.45,15.49,8,4.18,4,no
FL,102,718,yes,no,49,241.89,41,41.12,15.05,9,1.28,184.06,108,8.28,15.05,6,4.06,1,no
MO,19,917,no,no,3,309.12,174,52.55,42.62,50,3.62,81.25,99,3.66,18.03,13,4.87,4,yes
IA,198,718,yes,no,48,331.87,91,56.42,302.82,92,25.74,16.66,43,0.75,6.15,18,1.66,6,yes
IN,226,512,no,no,41,170.36,60,28.96,198.21,37,16.85,200.4,6,9.02,9.31,19,2.51,9,no
RI,82,214,no,yes,19,245.81,141,41.79,249.22,128,21.18,117.55,127,5.29,17.3,15,4.67,6,yes
MO,141,917,yes,no,37,298.19,67,50.69,294.69,135,25.05,63.68,90,2.87,15.57,3,4.2,8,no
VA,233,718,yes,no,24,124.81,52,21.22,162.34,101,13.8,113.38,129,5.1,7.87,11,2.12,2,yes
ID,23,312,yes,no,13,91.49,83,15.55,266.37,80,22.64,17.25,16,0.78,16.91,17,4.57,7,no
OK,83,407,yes,no,10,331.31,33,56.32,183.6,82,15.61,332.65,64,14.97,0.94,7,0.25,4,no
TX,109,718,yes,no,31,254.21,75,43.22,77.96,190,6.63,203.4,185,9.15,15.64,16,4.22,6,yes
NH,75,206,no,yes,10,76.89,96,13.07,118.18,160,10.05,285.17,109,12.83,4.14,2,1.12,0,no
FL,129,718,yes,yes,17,157.18,151,26.72,171.62,142,14.59,148.09,29,6.66,5.72,3,1.54,0,no
